"","기업명","모집내용","지원자격","근무조건/근무지역","마감일/등록일"
"777","퍼블리","취업축하금 50만원
프론트엔드 엔지니어(React) - 경력 2년 이상
웹개발프론트엔드ECMAScriptJavascriptReact 외","2 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
(110일 전 등록)"
"778","퍼블리","취업축하금 50만원
프론트엔드 엔지니어(React) - 신입, 경력 1년 미만
웹개발프론트엔드ECMAScriptJavascriptReact 외","신입 · 경력
학력무관","정규직
서울전체","입사지원
상시채용
(110일 전 등록)"
"779","퍼블리","취업축하금 50만원
소프트웨어 신입 엔지니어 (프론트, 풀스택) - 신입, 경력 1년 미만
백엔드/서버개발앱개발웹개발퍼블리셔프론트엔드 외","신입 · 경력
학력무관","정규직
서울전체","입사지원
상시채용
(117일 전 등록)"
"780","아마존웹서비시즈코리아유한책임회사","(Amazon) Cloud Support Associate 정규직 모집 (1~3년 경력)
IT컨설팅기술지원네트워크블록체인인프라 외","1 ~ 3년
학력무관","정규직
서울 강남구","홈페이지 지원
채용시
(18일 전 등록)"
"781","메디픽셀","[메디픽셀] SW 컨설팅 엔지니어 채용
기술지원데이터엔지니어앱개발웹개발IT컨설팅 외
","경력 5년↑
대학교(4년)↑","정규직
서울 마포구","입사지원
~ 05/01(일)
(18일 전 등록)"
"782","링거","데이터 사이언티스트
데이터엔지니어데이터마이닝데이터시각화PytorchCPO 외
","경력 3년↑
대학교(4년)↑","정규직
서울 종로구","입사지원
~ 04/15(금)
(18일 전 등록)"
"783","알고리고","알고리고에서 머신러닝 엔지니어를 모십니다(에너지 부문)
데이터분석가머신러닝빅데이터IoTAI(인공지능) 외
","신입 · 경력
대학교(4년)↑","정규직 · 병역특례
서울 강남구","입사지원
~ 04/15(금)
(18일 전 등록)"
"784","드림에이스","취업축하금 50만원
클라우드 기반 서비스 개발 (5-7년차)
백엔드/서버개발웹개발퍼블리셔프론트엔드SE(시스템엔지니어) 외","5 ~ 7년
학력무관","정규직
서울전체","입사지원
상시채용
(24일 전 등록)"
"785","이랜드이노플
이랜드그룹","취업축하금 50만원
이랜드그룹 호텔 솔루션 개발 및 운영
웹개발프론트엔드DBASE(시스템엔지니어)인프라 외","2 ~ 5년
대학교(4년)↑","정규직
서울전체","입사지원
상시채용
(24일 전 등록)"
"786","피플리","[피플리] 뉴미디어사업부 전시 테크니션 채용
기술감독사운드엔지니어촬영감독크리에이터방송엔지니어 외
","경력무관
대학(2,3년)↑","정규직
서울 마포구","입사지원
~ 04/15(금)
(18일 전 등록)"
"787","이지스엔터프라이즈
이지스엔터프라이즈그룹","취업축하금 50만원
데이터엔지니어(DBA)
웹개발정보보안DBA모의해킹악성코드 외","신입 · 경력
대학(2,3년)↑","정규직
서울전체","입사지원
상시채용
(82일 전 등록)"
"788","솔트룩스
솔트룩스그룹","취업축하금 50만원
시스템 엔지니어
백엔드/서버개발웹개발SE(시스템엔지니어)인프라클라우드 외","4 ~ 8년
대학(2,3년)↑","정규직
서울전체","입사지원
~ 04/30(토)
(19일 전 등록)"
"789","아토맘코리아","취업축하금 50만원
마케터 경력 직원 채용
데이터분석가데이터엔지니어마케팅기획마케팅전략콘텐츠기획 외","경력 1년↑
대학교(4년)↑","정규직
서울 관악구","입사지원
~ 04/13(수)
(19일 전 등록)"
"790","주식회사 넥스트온","S/W 개발자 / 자바 풀스택개발자 경력자 모집
설계엔지니어기계설계시스템설계자동화설계HMI 외
","경력무관
학력무관","정규직
서울 서초구","채용 홈페이지
~ 05/15(일)
(18일 전 등록)"
"791","이노티움","보안솔루션 엔지니어 경력무관 모집 공고(정규직)
기술지원보안컨설팅SE(시스템엔지니어)S/WLinux 외
","경력무관
대학(2,3년)↑","정규직
서울 구로구","입사지원
~ 05/15(일)
(18일 전 등록)"
"792","스터닝","[스터닝] 데이터 분석가 채용
데이터분석가데이터엔지니어데이터마이닝데이터시각화데이터분석 외
","3 ~ 10년
학력무관","정규직
서울 강남구","입사지원
상시채용
(47일 전 등록)"
"793","딥바이오","산업기능요원(보충역, 현역 전직자) SW개발직군 채용
백엔드/서버개발프론트엔드인프라클라우드API 외
","경력무관
학력무관","정규직 · 병역특례
서울 구로구","입사지원
~ 05/15(일)
(18일 전 등록)"
"794","씨에스리","[아키텍처팀] AI 엔지니어 경력 모집
데이터분석가아키텍쳐AI(인공지능)PythonAI(인공지능) 외
","경력 5년↑
대학(2,3년)↑","정규직
서울 마포구","입사지원
~ 04/09(토)
(24일 전 등록)"
"795","써티웨어","[정규직] 웹 개발자 신입/경력직 채용
백엔드/서버개발웹개발프론트엔드딥러닝머신러닝 외
","신입 · 경력
대학교(4년)↑","정규직
서울 송파구","입사지원
상시채용
(47일 전 등록)"
"796","맥클로린","취업축하금 50만원
NodeJS Back-End, Full-Stack 개발자 구인 공고
백엔드/서버개발웹개발퍼블리셔프론트엔드DBA 외","1 ~ 20년
학력무관","정규직
서울전체","입사지원
상시채용
(20일 전 등록)"
"797","퀴네앤드나겔","[외국계 기업] 신입/경력 채용
기술지원백엔드/서버개발보안컨설팅유지보수정보보안 외","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 마포구","입사지원
~ 04/10(일)
(38일 전 등록)"
"798","테크스페이스","빅데이터 엔지니어를 수배합니다
백엔드/서버개발프론트엔드DBAOracleDB빅데이터 외
","1 ~ 5년
대학(2,3년)↑","정규직
서울 종로구","입사지원
~ 04/13(수)
(20일 전 등록)"
"799","웨다","AutoML 솔루션 개발을 위한 머신러닝 엔지니어 채용(신입)
머신러닝PytorchTensorflow데이터분석솔루션 외
","신입
학력무관","정규직
서울 강남구","입사지원
채용시
(19일 전 등록)"
"800","코하루","이커머스 서비스기획 경력직 채용
백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)C++ 외
","3 ~ 10년
학력무관","정규직
서울 강남구","입사지원
~ 04/14(목)
(19일 전 등록)"
"801","몽타","[몽타(주)] IT, 빅데이터 영업 채용
데이터엔지니어데이터시각화빅데이터IT컨설팅데이터분석 외","경력 3년↑
학력무관","정규직
서울 동작구","입사지원
채용시
(19일 전 등록)"
"802","몽타","[몽타(주)] 빅데이터 개발, Kafka 엔지니어 채용
데이터엔지니어데이터시각화빅데이터IT컨설팅데이터분석 외","경력 2년↑
학력무관","정규직
서울 동작구","입사지원
채용시
(19일 전 등록)"
"803","몽타","[몽타(주)] 빅데이터 개발, Elastic 엔지니어 채용
데이터엔지니어데이터시각화빅데이터IT컨설팅데이터분석 외","경력 3년↑
학력무관","정규직
서울 동작구","입사지원
채용시
(19일 전 등록)"
"804","시큐레이어","(주)시큐레이어 솔루션사업팀(서울,대전,광주)모집
정보보안SE(시스템엔지니어)기술지원네트워크솔루션 외
","신입 · 경력
대학(2,3년)↑","정규직
서울 성동구","채용 홈페이지
~ 04/18(월)
(45일 전 등록)"
"805","엑셈
엑셈그룹","[코스닥상장 IT 전문 기업 / 10 to 5] 엑셈 SW엔지니어 채용
웹개발DBA클라우드WindowsApache 외
","3 ~ 7년
대학(2,3년)↑","정규직
서울 강서구","입사지원
채용시
(37일 전 등록)"
"806","딥노이드","인공지능 플랫폼 서비스 각 부분 채용
백엔드/서버개발퍼블리셔프론트엔드인프라클라우드 외","신입 · 경력
대학(2,3년)↑","정규직
서울 구로구","입사지원
채용시
(27일 전 등록)"
"807","엑셈
엑셈그룹","[코스닥상장 / 10 to 5] 엑셈 SW제품 기획자 채용 (경력)
솔루션S/WR&D기획프로토타이핑UI/UX 외
","경력무관
대학(2,3년)↑","정규직
서울 강서구","입사지원
상시채용
(19일 전 등록)"
"808","클루커스","[클루커스] 정규직 수시 채용 (서울/경력)
IT컨설팅서비스기획마케팅기술지원정보보안 외
","경력 1년↑
학력무관","정규직
서울 강남구","입사지원
상시채용
(52일 전 등록)"
"809","클루커스","[클루커스] Data Analytics Group 직원 채용
데이터분석가데이터엔지니어데이터시각화네트워크모델링 외
","경력 2년↑
학력무관","정규직
서울 강남구","입사지원
상시채용
(19일 전 등록)"
"810","클루커스","[클루커스] 제2캠퍼스 (부산) 직원 채용
기술지원데이터분석가데이터엔지니어보안컨설팅IT컨설팅 외
","경력 1년↑
학력무관","정규직
서울 강남구","입사지원
상시채용
(52일 전 등록)"
"811","엔도아이","Data Engineer/Data Scientist (데이터 엔지니어/사이언티스트)
데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외","1 ~ 20년
대학교(4년)↑","정규직
서울 서초구","입사지원
상시채용
(24일 전 등록)"
"812","뉴인","Frontend Developer - 서비스 개발 채용
데이터분석가백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어) 외","경력 3년↑
학력무관","정규직
서울 마포구","입사지원
오늘마감
(30일 전 등록)"
"813","뉴인","Backend Developer 서비스 개발 채용
데이터분석가백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어) 외","경력 3년↑
학력무관","정규직
서울 마포구","입사지원
오늘마감
(30일 전 등록)"
"814","뉴인","Frontend Developer - 차세대 솔루션 개발 채용
데이터분석가백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어) 외","경력 3년↑
학력무관","정규직
서울 마포구","입사지원
오늘마감
(30일 전 등록)"
"815","뉴인","Backend Developer - 차세대 솔루션 개발 채용
데이터분석가백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어) 외","경력 3년↑
학력무관","정규직
서울 마포구","입사지원
오늘마감
(30일 전 등록)"
"816","티디지
울바홀딩스그룹","[TDG] MS SQL DBA 모집(정규직)
IT컨설팅SE(시스템엔지니어)S/WMSSQLSQL 외","경력무관
학력무관","정규직
서울 강남구","채용 홈페이지
~ 04/14(목)
(19일 전 등록)"
"817","오픈나루","2022년 오픈나루 Javascript UI/UX 연구원 채용
게임개발데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외","경력
학력무관","정규직
서울 성동구","입사지원
~ 04/14(목)
(20일 전 등록)"
"818","이스트몹","취업축하금 50만원
[라쿠텐] Backend Engineer
백엔드/서버개발웹개발프론트엔드DBARDBMS 외","5 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
(20일 전 등록)"
"819","파오스파트너스","(주)파오스파트너스 공채 채용-DB구축,DB관리
데이터분석가데이터엔지니어빅데이터통계/분석데이터분석 외
","경력무관
대학(2,3년)↑","정규직
서울 용산구
2,600만원 이상 (면접 후 협의)","입사지원
~ 04/07(목)
(26일 전 등록)"
"820","델리오","2022년 대규모 공개 채용
데이터분석가백엔드/서버개발웹개발퍼블리셔프론트엔드 외","신입 · 경력
학력무관","정규직 · 계약직
서울 강남구","입사지원
~ 04/11(월)
(83일 전 등록)"
"821","린아레나","LIN 취약점진단 및 모의해킹 인재 모집
백엔드/서버개발보안컨설팅정보보안프론트엔드모의해킹 외
","경력무관
대학(2,3년)↑","정규직
서울 강남구","접수예정
채용시
(19일 전 등록)"
"822","위메프","[위메프서비스] NoSQL 데이터베이스 엔지니어
NoSQL스크립트DBMSRDBMSLinux 외","경력 2년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/12(화)
(19일 전 등록)"
"823","위메프","[위메프서비스] DW Data Engineer
DWETLHadoopMySQLR 외","경력 3년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/14(목)
(19일 전 등록)"
"824","파고다아카데미
파고다아카데미그룹","취업축하금 50만원
어학원 시스템 개발(2~3년 이상)
백엔드/서버개발웹개발퍼블리셔프론트엔드DBA 외","2 ~ 5년
학력무관","정규직
서울전체","입사지원
상시채용
(34일 전 등록)"
"825","위메프","[위메프] 보안진단 엔지니어
보안컨설팅정보보안모의해킹취약점진단ISMS 외","경력 2년↑
학력무관","정규직
서울 강남구","홈페이지 지원
~ 04/14(목)
(19일 전 등록)"
"826","데이콘인피니티","데이터 분야 신입 채용(비전공자 무관)
IT컨설팅데이터마이닝클라우드IT컨설팅ETL 외
","신입
대학교(4년)↑","정규직
서울 영등포구
2,900만원 이상 (면접 후 협의)","입사지원
~ 04/14(목)
(19일 전 등록)"
"827","반프","백엔드 엔지니어 모집
백엔드/서버개발프론트엔드APISpringBoot풀스택 외","경력 3년↑
학력무관","정규직
서울 강남구","채용 홈페이지
~ 04/09(토)
(24일 전 등록)"
"828","파이러츠","백엔드 엔지니어
백엔드/서버개발앱개발클라우드AWSAzure 외","신입 · 경력
학력무관","정규직 · 계약직
서울 서초구","입사지원
~ 05/13(금)
(20일 전 등록)"
"829","에스알파테라퓨틱스","개발자 신입/경력 채용(정규직)
기술지원데이터분석가데이터엔지니어앱개발웹개발 외
","신입 · 경력
대학교(4년)↑","정규직
서울 서초구","입사지원
상시채용
(20일 전 등록)"
"830","잼팟
넷마블그룹","[넷마블컴퍼니 잼팟] 데이터엔지니어 모집
데이터분석가데이터엔지니어데이터시각화빅데이터Azure 외
","경력무관
학력무관","정규직
서울 영등포구","입사지원
채용시
(20일 전 등록)"
"831","테스트웍스","[잠실] 인공지능 데이터셋 구축 사업 수행/운영/관리자 모집
데이터분석가정보보안IT컨설팅SE(시스템엔지니어)머신러닝 외
","신입 · 경력
대학교(4년)↑","정규직 · 계약직
서울 송파구","입사지원
~ 04/15(금)
(20일 전 등록)"
